catu,grav,sexe,trajet,Age,catr,circ,vosp,prof,plan,surf,infra,situ,vma,mois,lum,dep,agg,int,atm,col
Conducteur,Blessé_leger,1,Promenade – loisirs,54,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,92,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Promenade – loisirs,58,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,92,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,47,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,92,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,45,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Utilisation professionnelle,48,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,92,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Domicile – travail,44,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Autres,Sur piste cyclable,50,7,Plein_jour,92,En_agglomeration,Intersection en Y,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,34,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,7,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Utilisation professionnelle,26,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Souterrain tunnel,Sur chaussée,70,7,Nuit avec eclairage public allum,92,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,56,Route nationale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,zonne pietonne,Sur accotement,90,7,Plein_jour,92,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Pieton,Blessé_leger,0,Domicile – travail,36,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,7,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Domicile – travail,61,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,70,7,Nuit sans eclairage public,78,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,28,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,7,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Domicile – travail,34,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,7,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Domicile – travail,36,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,7,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Promenade – loisirs,24,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,7,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Indemne,1,Promenade – loisirs,17,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Aube,75,En_agglomeration,Intersection en X,Normale,Trois véhicules et plus collisions multiples
Passager,Blessé_leger,0,Promenade – loisirs,16,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en Y,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Domicile – travail,52,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Autre collision
Conducteur,Blessé_leger,1,Domicile – travail,62,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Autre intersection,Normale,Sans collision
Conducteur,Indemne,0,Domicile – travail,22,Voie comunales,A chaussées séparées,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur piste cyclable,50,7,Plein_jour,75,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Pieton,Blessé_leger,0,Autre,17,Voie comunales,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Domicile – travail,23,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Utilisation professionnelle,22,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,7,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Blessé_leger,1,Utilisation professionnelle,22,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Domicile – travail,33,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Aube,75,En_agglomeration,Intersection en X,Normale,Deux véhicules frontale
Conducteur,Indemne,1,Utilisation professionnelle,56,Voie comunales,A sens unique,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,41,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,7,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,18,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur trottoire,50,7,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Trois véhicules et plus collisions multiples
Conducteur,Indemne,1,Autre,38,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur piste cyclable,30,7,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Pieton,Blessé_leger,0,Autre,23,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,7,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par l’arrière
Passager,Indemne,0,Autre,37,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Indemne,1,Autre,4,Voie comunales,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en Y,Normale,Deux véhicules par le coté
Passager,Indemne,1,Autre,3,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par l’arrière
Passager,Indemne,1,Autre,1,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,50,7,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Sans collision
Conducteur,Indemne,1,Promenade – loisirs,41,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,30,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Pieton,Blessé_leger,1,Promenade – loisirs,38,Route departementale,A chaussées séparées,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,50,7,Plein_jour,94,En_agglomeration,Intersection en X,Normale,Autre collision
Conducteur,Indemne,0,Promenade – loisirs,57,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Promenade – loisirs,30,Route departementale,Avec voies d’affectation variable,Piste cyclable,Plat,Partie Rectiligne,Normale,Carrefour aménagé,Sur chaussée,30,7,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Domicile – travail,42,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Pieton,Blessé_leger,1,Promenade – loisirs,7,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,94,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Utilisation professionnelle,47,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,7,Plein_jour,93,En_agglomeration,Autre intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,23,Route departementale,A chaussées séparées,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,92,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Autre,27,Voie comunales,A sens unique,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,30,7,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,29,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,7,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Promenade – loisirs,18,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,7,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Autre,36,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,7,Aube,92,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Autre,48,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,7,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,0,Domicile – travail,48,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Carrefour aménagé,Sur chaussée,50,7,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Domicile – travail,25,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,7,Plein_jour,77,Hors_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Domicile – travail,25,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,80,7,Plein_jour,77,Hors_agglomeration,Hors intersection,Normale,Deux véhicules frontale
Conducteur,Blessé_hospitalisé,1,Domicile – travail,32,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Souterrain tunnel,Sur chaussée,70,7,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,79,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,7,Plein_jour,92,Hors_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Blessé_leger,0,Promenade – loisirs,74,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,7,Aube,92,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Autre,80,Route nationale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,7,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,0,Domicile – travail,46,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,7,Nuit sans eclairage public,93,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_hospitalisé,1,Domicile – travail,15,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,7,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,0,Promenade – loisirs,60,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur piste cyclable,30,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Autre collision
Conducteur,Blessé_leger,1,Promenade – loisirs,45,Voie comunales,A sens unique,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Blessé_hospitalisé,0,Promenade – loisirs,55,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,7,Plein_jour,95,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,51,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,91,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,0,Domicile – travail,56,Route departementale,Bidirectionnelle,Sans objet,Pante,En courbe à droite,Normale,Autres,Sur chaussée,30,7,Plein_jour,78,En_agglomeration,Autre intersection,Normale,Deux véhicules frontale
Conducteur,Indemne,1,Domicile – travail,52,Route nationale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,78,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Indemne,1,Utilisation professionnelle,57,Route departementale,Bidirectionnelle,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,70,7,Plein_jour,78,Hors_agglomeration,Hors intersection,Normale,Deux véhicules frontale
Conducteur,Indemne,1,Utilisation professionnelle,60,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,30,7,Plein_jour,75,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Autre,31,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,zonne pietonne,Sur piste cyclable,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Domicile – travail,24,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Autre,41,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,36,Voie comunales,A sens unique,Sans objet,Plat,En courbe à droite,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Autre intersection,Normale,Autre collision
Conducteur,Indemne,0,Autre,30,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,50,7,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Indemne,0,Autre,44,Voie comunales,A chaussées séparées,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur piste cyclable,50,7,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Blessé_leger,0,Autre,53,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,En courbe à droite,Normale,Aucun,Sur accotement,50,7,Plein_jour,75,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Passager,Blessé_leger,0,Autre,31,Voie comunales,A chaussées séparées,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en Y,Normale,Sans collision
Conducteur,Indemne,1,Utilisation professionnelle,42,Voie comunales,A chaussées séparées,Sans objet,Pante,En courbe à droite,Normale,Aucun,Sur chaussée,50,7,Aube,75,En_agglomeration,Hors intersection,Normale,Sans collision
Passager,Indemne,1,Utilisation professionnelle,33,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Utilisation professionnelle,38,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Autre intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,31,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,50,7,Plein_jour,75,En_agglomeration,Autre intersection,Temps couvert,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Autre,55,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Aube,94,En_agglomeration,Intersection en X,Temps couvert,Deux véhicules frontale
Conducteur,Blessé_leger,1,Domicile – travail,47,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,7,Plein_jour,94,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,22,Route departementale,Bidirectionnelle,Sans objet,Sommet de cote,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Nuit avec eclairage public allum,94,En_agglomeration,Intersection en X,Temps couvert,Deux véhicules par le coté
Pieton,Blessé_leger,1,Promenade – loisirs,33,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,94,En_agglomeration,Intersection en X,Normale,Sans collision
Conducteur,Indemne,0,Promenade – loisirs,43,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Blessé_leger,0,Utilisation professionnelle,48,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,94,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,58,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur accotement,50,7,Plein_jour,93,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Autre,31,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Nuit avec eclairage public allum,93,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Promenade – loisirs,21,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,7,Plein_jour,92,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,23,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,92,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,42,Autoroute,A chaussées séparées,Sans objet,Sommet de cote,En Courbe à gauche,Normale,Aucun,Sur chaussée,110,7,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Pieton,Blessé_hospitalisé,1,Promenade – loisirs,31,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Souterrain tunnel,Sur chaussée,90,7,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus en chaîne
Conducteur,Indemne,1,Utilisation professionnelle,19,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Carrefour aménagé,Sur chaussée,70,7,Plein_jour,91,Hors_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Domicile – travail,18,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Promenade – loisirs,17,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,7,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Pluie légère,Autre collision
Conducteur,Blessé_leger,0,Domicile – travail,29,Voie comunales,A chaussées séparées,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur accotement,50,7,Plein_jour,75,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,1,Domicile – travail,24,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur piste cyclable,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,74,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur piste cyclable,30,7,Plein_jour,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Domicile – travail,49,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,75,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,21,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur trottoire,30,7,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,0,Promenade – loisirs,39,Route nationale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,94,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Domicile – travail,25,Route departementale,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,7,Plein_jour,93,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Promenade – loisirs,78,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Carrefour aménagé,Sur chaussée,50,7,Nuit avec eclairage public allum,93,En_agglomeration,Autre intersection,Normale,Autre collision
Passager,Blessé_leger,0,Promenade – loisirs,82,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,7,Nuit avec eclairage public allum,93,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,60,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Promenade – loisirs,68,Autoroute,A chaussées séparées,Sans objet,Sommet de cote,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,110,7,Plein_jour,91,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,1,Utilisation professionnelle,26,Autoroute,A sens unique,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur chaussée,90,7,Plein_jour,94,Hors_agglomeration,Hors intersection,Temps éblouissant,Autre collision
Conducteur,Indemne,1,Autre,26,Route nationale,A chaussées séparées,Sans objet,Plat,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,110,7,Plein_jour,95,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,1,Domicile – travail,35,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,130,7,Nuit sans eclairage public,95,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Blessé_leger,1,Domicile – travail,46,Autoroute,A chaussées séparées,Sans objet,Pante,En courbe à droite,Mouillée,Aucun,Sur chaussée,70,7,Nuit sans eclairage public,93,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,37,Route departementale,A sens unique,Sans objet,Plat,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,30,1,Plein_jour,91,Hors_agglomeration,Hors intersection,Temps éblouissant,Sans collision
Pieton,Blessé_leger,1,Autre,40,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,6,Plein_jour,91,En_agglomeration,Hors intersection,Normale,Autre collision
Passager,Indemne,1,Promenade – loisirs,33,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,95,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Passager,Indemne,0,Promenade – loisirs,16,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,6,Aube,95,En_agglomeration,Hors intersection,Temps couvert,Autre collision
Conducteur,Blessé_hospitalisé,1,Autre,37,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Autres,Sur chaussée,50,6,Plein_jour,95,En_agglomeration,Hors intersection,Normale,Deux véhicules frontale
Conducteur,Indemne,1,Autre,34,Route departementale,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Plein_jour,91,En_agglomeration,Intersection en X,Normale,Trois véhicules et plus en chaîne
Conducteur,Blessé_leger,1,Domicile – travail,45,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,7,Nuit avec eclairage public allum,91,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,21,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,6,Plein_jour,91,En_agglomeration,Intersection en T,Normale,Deux véhicules par le coté
